	sequences per sample	iteration	515rcbc12	515rcbc21	515rcbc17	515rcbc34	515rcbc33	515rcbc31	515rcbc20	515rcbc15	515rcbc26	515rcbc22	515rcbc37	515rcbc24	515rcbc18	515rcbc35	515rcbc11	515rcbc27	515rcbc30	515rcbc13	515rcbc9	515rcbc28	515rcbc23	515rcbc32	515rcbc16	515rcbc19	515rcbc29	515rcbc14	515rcbc10	515rcbc8	515rcbc25	515rcbc36
alpha_rarefaction_437_5.txt	437	5	52.09426	48.55674	48.81147	45.64051	46.30061	46.54734	48.67642	48.7151	51.4547	47.10172	51.57536	46.4886	50.59693	43.12772	50.96855	47.81395	44.06564	47.90318	49.40262	46.7618	50.21679	46.69213	46.57826	50.29693	49.45314	51.71278	48.79671	50.64753	44.7219	39.45475
alpha_rarefaction_437_6.txt	437	6	51.51047	50.19394	49.77161	47.12969	46.32633	44.38097	49.82402	46.77371	47.80744	47.69476	52.94093	47.67923	51.42582	46.59575	51.05583	50.38909	47.20005	49.32687	48.89417	51.28332	51.34484	49.26121	49.44916	50.65165	50.24077	47.49402	48.93486	45.16665	45.76274	37.15727
alpha_rarefaction_437_7.txt	437	7	53.48264	47.78889	45.97451	48.52492	48.71537	48.17937	49.3935	47.56928	44.12332	51.9322	52.42617	52.66772	49.85469	42.91458	47.19504	52.82926	44.85492	51.23594	50.23617	48.90963	50.35494	43.63467	48.63011	48.44778	52.04368	49.95311	50.23666	48.04466	43.36957	39.72967
alpha_rarefaction_437_8.txt	437	8	51.56003	49.1035	45.02728	47.20603	46.76195	49.03137	49.65913	47.58915	45.80402	46.80459	52.30863	48.87901	48.20462	42.84063	45.77831	52.03128	45.57434	51.78415	49.65048	47.63923	51.25487	45.6426	49.09606	49.56675	47.97067	50.39394	46.79043	47.05608	45.81977	38.35012
alpha_rarefaction_437_9.txt	437	9	52.18296	52.449	47.69457	49.31194	46.81777	45.6376	48.83727	47.55641	48.66925	52.0618	52.26039	47.0472	51.08201	44.48108	44.92782	47.70887	46.42544	51.7516	45.58904	47.88044	49.21517	47.8472	47.79244	49.45132	47.27876	51.92286	48.85298	48.74315	42.70558	40.89586
alpha_rarefaction_498_0.txt	498	0	56.59538	54.96855	50.51232	52.2405	50.36253	47.54408	51.85841	49.99214	50.31976	52.77512	57.25739	52.39632	57.28052	48.55637	51.84446	54.12172	47.66485	51.91928	52.31422	53.00774	60.47084	46.07195	48.49167	56.30818	53.36105	51.51202	52.07435	49.47067	48.22762	43.14956
alpha_rarefaction_498_1.txt	498	1	57.30502	51.27153	48.62527	49.822	49.45252	48.66577	52.24659	49.03981	52.38191	55.27624	54.14423	51.60455	54.28864	48.83019	51.71428	51.04597	48.86569	52.53701	50.4236	52.0623	49.75996	49.10865	51.02982	54.58258	52.11645	55.11397	48.63845	51.10039	49.38448	43.91838
alpha_rarefaction_498_2.txt	498	2	55.40581	50.44702	56.74419	51.87228	52.09455	50.00209	51.47397	50.7134	50.48897	51.13464	51.70806	54.63051	54.98807	42.72382	49.63427	52.53177	48.28003	54.7256	52.46819	53.60779	52.7245	51.93946	50.45467	55.90602	54.27998	55.5104	51.68164	52.33841	49.41571	42.68732
alpha_rarefaction_498_3.txt	498	3	58.26365	52.87322	50.26385	52.19089	52.54987	53.99466	51.818	52.04946	51.26836	54.38866	56.61224	52.69146	54.60147	48.61236	52.82513	52.26422	48.84866	54.49672	51.62086	52.33965	52.47122	51.82262	50.04173	57.72472	54.11799	52.65136	49.78361	51.82671	44.67808	43.55782
alpha_rarefaction_498_4.txt	498	4	54.01232	54.15062	52.87651	54.07775	51.83555	51.62911	50.53017	51.52562	49.27431	50.21689	54.16425	48.68326	57.39586	45.4151	52.91887	52.6307	50.07972	54.14486	51.57569	54.33077	55.52344	48.06017	52.21932	54.62804	53.4389	52.85694	51.18083	47.32267	49.9743	41.27732
alpha_rarefaction_498_5.txt	498	5	57.16409	52.35393	51.75839	49.22919	52.07442	47.25856	50.47739	52.02586	49.90415	54.05163	54.38621	47.39303	51.7081	47.97708	51.11045	53.59494	47.02816	52.7188	50.23111	48.83695	52.9381	49.54996	52.98514	54.81508	53.8955	51.84693	50.9402	51.83955	46.28744	39.74534
alpha_rarefaction_498_6.txt	498	6	59.52051	56.88343	51.0322	51.93967	48.34176	50.48134	50.86775	46.96843	52.42039	53.12921	56.03484	49.1687	55.27879	46.39203	51.00808	52.35134	48.32446	52.86482	48.17674	53.41277	55.7502	48.05026	49.98037	53.45496	54.95423	50.60509	50.26816	51.22892	49.33609	44.67425
alpha_rarefaction_498_7.txt	498	7	56.46454	54.9938	50.76191	49.66053	49.58598	48.20825	49.94466	50.51106	50.22035	51.4711	52.3666	52.85137	55.79741	43.9235	50.46077	54.9352	52.13103	54.89691	49.45484	51.48315	53.84191	52.47747	52.23626	57.8708	55.14249	53.70256	50.68678	50.07195	50.74663	41.06249
alpha_rarefaction_498_8.txt	498	8	55.59786	52.72241	52.47102	55.8887	51.17941	51.57743	50.58089	48.37168	51.45637	50.441	49.17111	51.30558	57.11949	45.51585	51.20346	53.50136	51.05567	55.11446	50.87455	51.4369	53.85539	47.31842	51.7541	51.39866	53.58822	52.52572	53.52356	51.33747	50.38659	44.39858
alpha_rarefaction_498_9.txt	498	9	57.08562	54.68167	47.03724	51.21188	52.08008	47.22701	51.18144	49.57189	52.14157	52.79013	56.97354	52.11711	53.98023	44.53102	52.21761	51.73095	49.4758	54.1984	53.96099	52.8532	56.52295	49.50328	49.52286	54.65089	51.82394	53.51647	49.37685	47.42629	48.14558	38.84529
alpha_rarefaction_559_0.txt	559	0	59.11003	56.79908	55.67468	53.42805	53.53207	56.28186	52.28247	56.19648	58.11897	55.4196	56.66847	54.12419	53.78076	48.17253	54.15673	56.35507	53.96762	56.44476	53.70975	55.67017	57.92255	50.52073	52.37413	59.94963	54.91772	57.89944	52.38882	53.55015	52.06326	43.94589
alpha_rarefaction_559_1.txt	559	1	58.54029	57.47692	53.20657	55.69313	52.50847	51.51851	54.77249	51.88579	50.57142	56.94457	59.21395	55.90229	53.20691	49.78662	53.62837	53.27797	49.13632	57.26303	55.39722	53.42967	57.83596	47.93758	56.2688	57.47885	55.44908	55.77199	50.65867	52.89158	50.95112	44.15824
alpha_rarefaction_559_2.txt	559	2	58.16295	52.72005	52.43093	53.33398	54.59216	53.52165	53.44068	52.73168	50.71441	56.31059	59.72097	56.33527	54.32672	48.8952	55.17581	56.20017	53.16128	52.02521	58.83564	57.25995	54.53611	52.77334	56.98106	53.67802	56.59468	59.22725	55.1726	52.59268	53.32246	45.84147
alpha_rarefaction_559_3.txt	559	3	57.76476	56.51539	55.46585	54.79201	54.8582	52.15954	54.80084	53.39031	53.01132	54.47163	56.9129	52.26639	55.78682	51.58305	53.98098	53.15047	53.6532	53.7488	53.70107	55.04339	56.70548	50.43097	53.65694	57.89202	56.09296	57.14737	54.91597	52.58068	50.32065	45.83091
alpha_rarefaction_559_4.txt	559	4	60.63979	56.93715	51.57505	55.37115	53.56604	53.13631	55.14546	57.06215	54.38045	54.37533	55.27485	54.08651	56.65041	50.66016	57.10232	53.77993	49.51911	55.24439	54.6155	55.40562	54.32151	50.63146	55.23126	58.10122	55.15108	56.56127	53.34687	55.56405	52.53676	42.43553
alpha_rarefaction_559_5.txt	559	5	61.54641	55.88788	57.06678	57.33615	51.92179	51.68526	54.00228	49.85013	55.58096	56.78212	58.39222	52.24498	57.96803	50.40125	51.60753	60.65601	50.93941	56.10547	53.14459	57.27192	57.79789	52.99342	55.18161	60.6833	58.36296	56.61744	53.91795	56.45461	49.30015	42.60184
alpha_rarefaction_559_6.txt	559	6	60.47001	56.01206	52.00409	53.3475	54.97823	58.01548	55.2367	52.56877	53.71456	54.05651	55.54327	55.38284	56.60086	48.93081	53.05136	56.08092	51.98835	54.60738	56.17008	55.41028	54.06354	53.61364	57.28542	59.34382	56.31868	53.45549	51.63332	53.84949	49.68496	44.53865
alpha_rarefaction_559_7.txt	559	7	59.5381	54.10998	54.86673	53.2577	54.09721	54.15593	54.37799	52.68441	50.55348	55.20728	55.07954	55.29221	60.51328	45.39561	53.94964	56.13309	54.19084	57.02079	51.53846	53.77685	59.60151	51.56045	54.56549	57.24101	55.91113	57.22532	52.54917	54.83141	49.1738	46.58212
alpha_rarefaction_559_8.txt	559	8	58.7309	55.46965	57.54576	55.16334	50.30192	54.00852	54.32851	52.0702	54.32958	56.5772	53.94753	55.47572	57.24955	51.42082	53.45646	53.82115	55.25913	55.94508	54.86234	55.47185	54.85029	50.96802	51.57324	57.43807	57.07297	56.79413	56.05397	51.84035	49.43428	46.73896
alpha_rarefaction_559_9.txt	559	9	60.69075	54.48616	56.89385	56.28985	51.39489	52.79612	55.24733	52.0952	52.03543	56.3737	57.87745	56.15825	59.8452	50.38523	55.80368	54.2842	52.71658	54.86002	53.79	58.7985	56.04953	52.49822	53.90317	58.35661	58.48399	56.31536	54.32504	52.41967	52.90963	45.05817
alpha_rarefaction_620_0.txt	620	0	66.11329	58.69596	59.7068	54.19261	52.81871	56.22696	57.59916	55.71319	58.22684	57.41862	63.60647	59.67998	61.82425	48.76408	58.84262	60.9215	51.67931	59.24803	58.73981	56.80259	56.16779	53.99613	56.50958	62.4218	57.3972	58.60568	57.35608	57.764	52.24485	47.65182
alpha_rarefaction_620_1.txt	620	1	63.85444	60.32505	55.6138	59.37333	54.85584	54.47852	55.86003	55.70959	58.97136	58.06606	59.03955	56.03918	59.49828	54.46887	58.43524	58.94995	54.23226	54.79145	56.61426	58.60221	55.45775	54.56128	55.43302	57.92751	62.54532	55.7187	55.89473	58.73	50.60258	45.24707
alpha_rarefaction_620_2.txt	620	2	65.78579	56.84459	57.4299	55.8261	57.27441	53.0756	57.11767	54.6571	55.8825	54.30883	60.47942	57.17461	58.39181	57.43456	58.20054	58.9271	55.56843	58.78626	54.94452	60.40241	58.82624	53.50082	55.47952	60.26555	58.99852	60.7854	52.97965	56.17676	56.33575	44.31883
alpha_rarefaction_620_3.txt	620	3	61.37564	61.49417	54.97949	57.88585	53.30608	55.75843	56.25603	51.9884	58.57069	61.07802	60.15735	60.21915	60.07716	52.45438	57.37441	59.77405	53.88689	61.02664	59.41669	59.55273	64.54858	55.13662	54.63675	61.66415	58.71681	59.71259	57.1595	56.34064	56.04833	48.12934
alpha_rarefaction_620_4.txt	620	4	63.07302	58.17442	57.04807	56.82207	57.10939	52.64854	57.56987	57.16359	58.18122	60.46581	59.84098	57.04412	61.27638	51.24073	58.15505	59.55111	55.24884	57.80287	54.37566	57.4867	60.83138	52.30209	55.40993	61.89254	58.85474	56.41016	57.01456	59.56782	55.12028	45.325
alpha_rarefaction_620_5.txt	620	5	66.86369	56.76155	57.62151	58.31457	57.93965	54.59596	55.49784	55.50645	56.68857	57.74091	61.19475	59.61665	64.77335	51.28655	53.05997	55.07688	54.38907	58.50256	56.59306	60.84697	60.57409	51.51327	53.12304	61.15447	56.3211	58.38938	56.34225	55.19048	57.77099	47.13597
alpha_rarefaction_620_6.txt	620	6	62.00011	56.46997	56.46133	59.49878	53.37363	56.9217	57.43082	54.6833	56.69866	57.30641	58.49346	57.11536	59.82435	52.40846	52.07314	58.77566	55.5344	60.35281	59.22765	56.16668	60.83141	54.37449	55.30858	60.326	61.59964	59.96927	56.05914	57.69966	55.0121	47.75838
alpha_rarefaction_620_7.txt	620	7	65.27911	58.39543	56.0176	56.73949	58.57249	54.36674	55.63255	55.05295	55.33134	59.39212	62.42284	60.01192	58.24406	51.70343	54.60951	59.33855	57.43649	56.89901	55.56558	58.48531	56.97787	50.10556	56.17402	59.0071	60.21936	60.48519	57.26046	60.95456	51.933	46.74478
alpha_rarefaction_620_8.txt	620	8	61.14287	60.50015	55.68784	53.51704	56.27592	56.33092	56.20599	54.95005	55.83043	57.56916	59.40369	57.23729	61.76558	52.44859	57.41264	60.11934	55.11699	60.0089	57.78251	57.31363	57.56328	58.35556	58.24078	60.33795	60.71154	56.2954	53.83352	56.11038	53.38277	47.09281
alpha_rarefaction_620_9.txt	620	9	63.94737	57.87857	55.69559	57.88982	56.29202	54.54651	55.91472	57.01278	54.64234	58.00596	61.4594	57.82583	58.88039	54.38615	59.06228	58.32861	54.72912	58.68374	58.97963	55.81208	60.52383	54.10584	57.25979	60.11608	60.73251	59.95401	57.69478	54.49577	50.75798	48.91372
