	sequences per sample	iteration	515rcbc12	515rcbc21	515rcbc17	515rcbc34	515rcbc33	515rcbc31	515rcbc20	515rcbc15	515rcbc26	515rcbc22	515rcbc37	515rcbc24	515rcbc18	515rcbc35	515rcbc11	515rcbc27	515rcbc30	515rcbc13	515rcbc9	515rcbc28	515rcbc23	515rcbc32	515rcbc16	515rcbc19	515rcbc29	515rcbc14	515rcbc10	515rcbc8	515rcbc25	515rcbc36
alpha_rarefaction_437_5.txt	437	5	1087.8	684.288135593	811.411764706	824.365853659	934.027777778	867.52173913	764.269230769	912.0	1127.5	821.47826087	850.142857143	1062.55882353	1348.18181818	828.333333333	1020.0	773.75	916.405405405	731.705882353	804.0625	758.886363636	978.25	766.166666667	1000.6	980.341463415	1042.23809524	997.15	1039.38461538	1225.44117647	718.895833333	639.0
alpha_rarefaction_437_6.txt	437	6	1020.53488372	858.0	925.319148936	973.256410256	1009.42857143	755.357142857	719.057692308	931.625	781.651162791	803.139534884	860.942307692	858.357142857	1100.14285714	889.487179487	1447.0	861.018518519	1137.08571429	897.5625	933.5	1118.09090909	1387.0	1213.4516129	1266.36363636	1096.13636364	1593.24	907.184210526	915.142857143	818.243902439	792.632653061	507.538461538
alpha_rarefaction_437_7.txt	437	7	1284.0	763.87755102	809.934782609	1165.66666667	814.489795918	1025.5	749.0	877.9	864.6	886.4	1821.57692308	902.204081633	1026.0	1021.51724138	1056.82352941	1201.69230769	889.052631579	1154.91666667	987.375	1041.33333333	1009.09090909	772.0	1166.79411765	990.318181818	1224.0	904.0	1227.44117647	998.15	701.659574468	637.794117647
alpha_rarefaction_437_8.txt	437	8	1093.0	982.772727273	840.125	871.837209302	1039.42857143	1179.11764706	727.0	1164.0	707.956521739	783.456521739	1238.57894737	985.27027027	985.772727273	828.621621622	1152.38709677	1103.68292683	953.157894737	938.227272727	965.027027027	1046.18421053	979.25	774.714285714	1074.76315789	1204.41025641	1006.51219512	865.52173913	808.5	854.568181818	694.277777778	611.135135135
alpha_rarefaction_437_9.txt	437	9	1218.775	958.372093023	1008.0	1014.025	838.0	844.022222222	657.716981132	831.282608696	1056.53125	1036.66666667	1101.69230769	890.394736842	944.934782609	696.88372093	835.857142857	758.017857143	906.567567568	887.136363636	1113.03030303	891.25	1030.73684211	892.75	1618.91304348	1348.18181818	1124.75	929.162162162	870.727272727	1205.36363636	950.166666667	1091.16666667
alpha_rarefaction_498_0.txt	498	0	1302.66666667	938.722222222	856.053571429	896.909090909	1188.68421053	1120.07692308	706.818181818	1018.0	949.022222222	1125.60869565	1565.07894737	985.558139535	1254.47727273	1045.025	1216.08108108	1327.36585366	831.307692308	892.5	1092.24390244	885.058823529	1460.90243902	854.0	1108.67567568	1297.32608696	1242.97826087	1161.0	1054.87755102	1401.03030303	765.12244898	755.0
alpha_rarefaction_498_1.txt	498	1	1239.97674419	872.352941176	948.695652174	790.016949153	1074.525	1148.27777778	647.642857143	1002.2173913	1107.14285714	1224.73170732	1135.17021277	863.4375	1002.19607843	1051.38297872	1055.25	1127.35714286	965.219512195	990.734693878	940.446808511	865.942307692	924.981132075	846.660377358	1133.6097561	1241.72727273	1096.02325581	974.659574468	846.732142857	924.956521739	1037.06818182	718.538461538
alpha_rarefaction_498_2.txt	498	2	1307.13333333	836.307692308	1100.55319149	1009.57142857	1123.60869565	945.733333333	706.850746269	1047.875	843.395833333	914.06	793.344262295	1251.625	908.157894737	760.958333333	905.357142857	1072.66666667	1108.02631579	856.818181818	906.886792453	1152.26315789	1208.2173913	922.142857143	902.306122449	1430.45945946	1114.23809524	1066.02439024	1039.06818182	1235.31707317	1203.17142857	767.027777778
alpha_rarefaction_498_3.txt	498	3	1642.48648649	1077.04255319	1219.17073171	1129.275	1363.03030303	1058.48837209	663.014285714	1076.81818182	1209.25	1069.34883721	1260.47727273	858.807692308	1084.63265306	940.731707317	1189.17073171	1037.03846154	802.632653061	987.7	877.083333333	1136.23255814	955.5	952.765957447	1109.06818182	1160.9375	1092.76785714	1129.13953488	913.021276596	1080.63636364	933.568181818	861.09375
alpha_rarefaction_498_4.txt	498	4	1158.76923077	1246.71794872	1097.95833333	1132.13333333	1617.55555556	1233.44117647	687.62295082	1226.52380952	1051.7173913	954.934782609	1192.5	1109.69230769	1191.02173913	868.923076923	1143.90243902	1008.39583333	1097.28571429	819.362068966	903.565217391	1138.10810811	912.767857143	906.75	1388.65789474	1178.12765957	913.677966102	951.117647059	1167.21621622	972.818181818	915.92	784.024390244
alpha_rarefaction_498_5.txt	498	5	1445.57894737	821.362068966	910.428571429	1028.24390244	1007.47727273	1140.10810811	659.652173913	1367.88571429	806.466666667	1271.5	1396.0	1048.18421053	1010.34693878	853.5	999.893617021	1202.13043478	792.615384615	809.241935484	822.620689655	922.06122449	1023.0	871.319148936	1230.92307692	1204.125	1146.02222222	1231.76315789	1069.07142857	1246.875	843.023255814	670.5
alpha_rarefaction_498_6.txt	498	6	1207.0	1307.76315789	1092.89361702	943.52	939.595744681	1163.92307692	609.918918919	905.807692308	921.5	1194.68421053	1124.7826087	1123.09756098	1191.33333333	940.731707317	1177.5	987.019607843	950.977272727	886.052631579	1035.02173913	971.238095238	1275.35714286	829.882352941	1138.23255814	1206.12195122	990.8	823.625	1081.07317073	1045.87234043	983.609756098	732.5
alpha_rarefaction_498_7.txt	498	7	1130.37254902	904.909090909	1138.66666667	946.020408163	887.52173913	1483.5	639.082191781	1174.92682927	945.47826087	1021.0	904.185185185	1022.14285714	1165.59183673	841.957446809	957.957446809	1007.06	1062.02272727	818.4375	873.083333333	1326.78378378	1017.01886792	1118.8	1067.81818182	1316.97727273	1037.27586207	940.625	861.56	1131.13333333	1064.71794872	666.775
alpha_rarefaction_498_8.txt	498	8	1089.67857143	851.454545455	1010.55555556	1022.04255319	1077.525	1066.02439024	659.358208955	1076.375	1029.8	1070.02380952	903.021276596	1167.55263158	1380.52272727	797.733333333	1433.45454545	1151.20754717	1025.8	1418.0	1131.48717949	860.725490196	793.344262295	950.923076923	1083.14634146	1111.0	1445.08571429	935.558139535	1400.8	1020.85714286	990.341463415	723.538461538
alpha_rarefaction_498_9.txt	498	9	1215.52941176	861.385964912	1181.23684211	909.06	1220.11764706	922.5	787.0	1035.18867925	1093.36585366	1015.52173913	1298.93617021	1159.21621622	1115.97826087	796.466666667	972.4	1268.4	1085.7	846.781818182	1286.75	1088.0	1319.36585366	942.47826087	1053.0	1413.875	973.333333333	1016.22222222	1020.07142857	935.5625	976.9	613.0
alpha_rarefaction_559_0.txt	559	0	1765.83783784	1043.77966102	1057.26315789	873.555555556	1057.87755102	1382.02439024	573.76744186	1190.44230769	920.288135593	943.0	1021.61111111	1147.7755102	1215.13043478	851.170212766	1007.19607843	1007.9047619	951.192307692	994.0	1028.85714286	984.684210526	1101.35294118	955.976744186	1224.77272727	1362.1875	1143.33333333	1236.38636364	960.25	909.5625	971.666666667	797.236842105
alpha_rarefaction_559_1.txt	559	1	1252.5	1048.01818182	1087.24528302	986.375	1150.0	890.438596491	728.643835616	964.892857143	1001.51923077	1141.17021277	1129.24590164	1214.62222222	948.5	982.4375	1044.03846154	885.046875	875.779661017	847.164179104	966.788461538	952.245283019	967.438596491	863.053571429	1475.97297297	1017.87301587	1143.10169492	1114.19565217	1042.03846154	944.406779661	1105.95833333	795.486486486
alpha_rarefaction_559_2.txt	559	2	1373.38297872	796.887096774	1008.50909091	1155.2173913	888.887096774	1251.56097561	733.114285714	955.842105263	951.625	946.406779661	1286.53846154	1231.06382979	1446.09756098	964.590909091	1485.05263158	915.014925373	999.222222222	800.353846154	1157.14583333	1239.55813953	981.333333333	867.241935484	1254.97826087	1421.51219512	1041.77941176	1390.52272727	995.125	1034.05660377	964.909090909	752.441860465
alpha_rarefaction_559_3.txt	559	3	1447.23404255	994.120689655	1091.7	1019.4	1361.71794872	965.679245283	704.012987013	933.051724138	948.5625	945.017857143	1303.60869565	1099.69565217	976.661290323	863.117647059	1127.22641509	1026.31034483	858.93220339	918.559322034	1073.25	1251.97826087	1316.81818182	926.5	1121.0	1360.80357143	1133.48214286	1168.9375	921.172413793	1075.25	1115.33333333	668.06122449
alpha_rarefaction_559_4.txt	559	4	1243.56603774	950.387096774	1055.6	1057.52941176	1108.71428571	1053.87234043	733.138888889	1140.58490566	996.734693878	886.517857143	1240.12765957	834.964912281	1166.52941176	1110.13513514	1207.57142857	952.387096774	839.948275862	1069.77777778	1091.12244898	1227.0	1042.32	878.018181818	1240.5	1309.42857143	1124.88679245	1260.625	926.114754098	1309.1627907	1082.63636364	754.875
alpha_rarefaction_559_5.txt	559	5	1561.625	993.0	1116.16326531	1173.11764706	1208.8	978.615384615	707.12345679	905.803571429	1056.02222222	1153.12068966	1468.5	1026.63829787	1263.0	877.660377358	948.625	1107.33823529	985.62	1074.56	949.444444444	1301.93617021	1073.6	1040.0	1097.72222222	1546.32	1266.81818182	1197.35294118	977.528301887	1252.2	790.178571429	727.222222222
alpha_rarefaction_559_6.txt	559	6	1388.69230769	890.015151515	842.764705882	1189.07692308	1441.57894737	1107.94444444	780.0	1093.38181818	1116.51219512	982.418181818	1181.7254902	897.721311475	1218.0	908.0	997.058823529	1088.0	1020.51851852	883.338709677	1062.68518519	1189.91836735	864.93220339	923.018518519	1061.01818182	1293.88135593	1202.3125	1214.5	1115.43478261	986.084745763	1029.09090909	1148.0
alpha_rarefaction_559_7.txt	559	7	2091.53571429	907.153846154	1125.53846154	1021.41176471	1223.125	1035.14285714	742.708333333	1122.88679245	1048.38297872	1165.13636364	1019.89830508	1093.35294118	1307.0	751.288461538	1112.52941176	1030.75	1143.66666667	1051.18867925	1074.75	1431.83783784	1267.41176471	1159.78378378	1132.22222222	1238.07843137	1203.73469388	1140.17021277	864.105263158	1199.0212766	847.358490566	895.783783784
alpha_rarefaction_559_8.txt	559	8	1386.375	1030.51851852	1558.26315789	971.196721311	1276.5	1263.76595745	690.012987013	1042.90384615	870.322033898	1059.55769231	1000.01851852	1274.88372093	975.060606061	930.0	1202.33333333	1062.68518519	1217.2173913	861.048387097	904.721311475	1043.44897959	990.677966102	898.962264151	1102.55319149	1229.68518519	1110.55319149	1535.67741935	1052.7755102	1118.1875	864.385964912	928.12195122
alpha_rarefaction_559_9.txt	559	9	1509.44680851	1029.54901961	1236.12244898	1111.52941176	1426.25	1175.8372093	784.68	943.0	959.595744681	1169.9375	1000.01612903	1316.7173913	1092.08196721	970.666666667	1066.22	1000.5	1083.51923077	931.084745763	1140.13333333	1111.18518519	1369.73809524	930.705882353	1213.0	1270.47169811	1112.0	1119.97826087	1073.56	1063.68518519	962.679245283	1005.21875
alpha_rarefaction_620_0.txt	620	0	1693.61538462	1046.78947368	1258.01818182	1002.35	1137.48979592	990.482758621	774.038461538	1244.29411765	950.537313433	1261.2	1247.5	1260.5	1139.140625	982.52	1106.42424242	998.956521739	960.842105263	1032.08823529	1051.76666667	1368.85714286	1153.58490566	1157.26923077	1256.2	1348.08474576	1012.8358209	988.096774194	878.0	1227.42857143	1013.05660377	844.466666667
alpha_rarefaction_620_1.txt	620	1	1604.29411765	1069.80327869	1189.23214286	1177.66037736	1109.44230769	872.916666667	726.62195122	1050.10909091	1058.44827586	1248.45454545	1386.88235294	1195.12244898	1179.64285714	1165.06818182	1244.90909091	1148.5	1146.17021277	890.338709677	1302.40425532	1398.82608696	1008.01612903	950.387096774	1102.67857143	1203.5483871	1597.12765957	1058.0	1084.5	1154.74193548	982.909090909	729.4
alpha_rarefaction_620_2.txt	620	2	1451.2295082	943.193548387	1278.47169811	900.0	1178.62264151	1014.48214286	803.794520548	1159.80769231	923.777777778	1060.26315789	1099.3559322	1483.90243902	1114.171875	1204.53488372	1322.375	1149.67241379	1201.63636364	1032.81538462	989.0	1385.0	899.602739726	942.857142857	1141.05084746	1101.61538462	1272.83333333	1212.5	929.172413793	1080.25806452	1179.81818182	929.634146341
alpha_rarefaction_620_3.txt	620	3	1525.51851852	973.0	1004.01851852	1009.24615385	1150.2	1027.81538462	805.970588235	1109.0	1240.17073171	913.220779221	1150.91176471	1237.29411765	1477.0	1201.81818182	989.338235294	969.042857143	864.245901639	1075.5	1218.32	1455.02325581	1545.14285714	975.25	1103.50909091	1146.37878788	1302.28846154	1011.9047619	1207.625	938.388888889	1140.02272727	746.192307692
alpha_rarefaction_620_4.txt	620	4	1395.296875	920.090909091	1046.25	1145.37254902	1231.20408163	1179.72	772.8	1190.23214286	1015.55932203	1129.63076923	1340.0	1072.48979592	1180.44827586	1091.73333333	1279.20833333	1200.93220339	961.551724138	1106.33333333	1150.13333333	1201.0	1098.1884058	999.645833333	1029.15789474	1487.0	1218.84482759	1144.90909091	1061.28301887	1352.66666667	1035.96491228	817.717948718
alpha_rarefaction_620_5.txt	620	5	1546.66037736	992.797101449	1250.88679245	1204.01818182	1222.61538462	1076.8	720.756097561	989.241935484	1080.05454545	1123.1754386	1119.56451613	1471.13333333	1343.0	738.147540984	1006.81818182	1018.25	965.472727273	1058.44827586	1219.44827586	1157.125	1204.11864407	870.685185185	1001.0	1210.515625	1364.83333333	1151.35849057	1079.68518519	908.045454545	1120.52941176	808.12244898
alpha_rarefaction_620_6.txt	620	6	1432.27777778	1077.98275862	1045.44444444	1177.52941176	1087.60869565	1175.06	765.835443038	940.692307692	1241.0	988.333333333	1275.98113208	1013.1	1069.25	1054.38297872	1118.02	1158.83870968	1079.67924528	1241.30769231	1234.29411765	963.529411765	1205.31034483	1133.93617021	1520.275	1362.17857143	1726.8372093	1120.0	1051.90384615	1071.2295082	1155.7755102	666.881355932
alpha_rarefaction_620_7.txt	620	7	1556.42857143	1026.51612903	1084.86206897	1114.10526316	1318.55319149	1151.2	717.841463415	1069.50819672	1255.31914894	897.52173913	1140.68181818	1318.11538462	1145.01694915	1143.5	978.684210526	1222.6	985.654545455	1097.67241379	1089.25	1132.53846154	1086.5	857.098360656	1417.46666667	1391.1	1518.14285714	1069.2295082	880.780821918	1386.66666667	1188.8372093	930.142857143
alpha_rarefaction_620_8.txt	620	8	1430.1754386	1107.55172414	1077.578125	1075.68518519	1233.29411765	1330.625	791.243243243	1084.88888889	1176.11764706	1340.12244898	1468.0	1324.01923077	1230.85714286	838.58490566	1118.81818182	1306.40384615	849.016393443	1033.39705882	945.640625	1079.5	1068.11864407	1097.25423729	1418.7826087	1392.0	1369.11538462	1107.7254902	886.045454545	1059.27586207	1054.91489362	840.659574468
alpha_rarefaction_620_9.txt	620	9	1722.06	958.833333333	1425.77083333	1159.125	1163.52941176	1549.41025641	722.0	1060.15873016	1035.18181818	1025.32786885	1414.78431373	1163.125	1097.43548387	914.909090909	1152.78947368	1136.63076923	855.563380282	1033.56896552	1159.125	1097.25423729	1269.98113208	1091.55357143	1238.48275862	1349.38596491	1397.78947368	1202.03846154	1142.01694915	981.518518519	1002.01960784	1022.44186047
